DATE,MONTH,TEMP_MAX,TEMP_MIN,TEMP_AVG,PRES_AVG,PRES_MAX,PRES_MIN,HUM_AVG,HUM_MAX,HUM_MIN
2008-12-02,DECEMBER,28.4,11.5,19.95,11.3,17.6,12.3,61.0,99.0,42.0
2008-12-03,DECEMBER,30.0,9.0,19.5,13.2,16.0,10.0,56.0,96.0,26.0
2008-12-04,DECEMBER,32.4,15.5,23.95,16.9,18.3,15.6,65.0,92.0,36.0
2008-12-05,DECEMBER,32.2,15.0,23.6,18.6,21.3,15.7,66.0,92.0,36.0
2008-12-06,DECEMBER,32.2,14.2,23.2,15.7,23.4,15.4,70.0,98.0,41.0
2008-12-07,DECEMBER,32.0,15.5,23.75,19.1,23.1,16.7,73.0,98.0,39.0
2008-12-08,DECEMBER,31.8,19.5,25.65,19.0,23.1,16.0,60.0,96.0,37.0
2008-12-09,DECEMBER,32.6,18.5,25.55,21.3,23.2,18.9,64.0,100.0,41.0
2008-12-10,DECEMBER,34.8,22.5,28.65,24.4,27.3,19.9,71.0,99.0,32.0
2008-12-11,DECEMBER,25.9,20.5,23.2,14.1,16.7,8.7,57.0,91.0,36.0
2008-12-12,DECEMBER,23.4,17.5,20.45,15.4,16.9,13.1,66.0,80.0,55.0
2008-12-13,DECEMBER,29.6,15.9,22.75,15.1,17.7,12.3,58.0,85.0,31.0
2008-12-14,DECEMBER,28.3,18.5,23.4,20.7,24.3,16.3,71.0,89.0,52.0
2008-12-15,DECEMBER,33.4,20.5,26.95,22.3,25.9,16.7,64.0,97.0,46.0
2008-12-16,DECEMBER,32.3,19.5,25.9,24.0,26.4,19.4,79.0,99.0,43.0
2008-12-17,DECEMBER,33.6,21.1,27.35,22.8,26.1,19.7,75.0,98.0,41.0
2008-12-18,DECEMBER,32.6,20.4,26.5,21.0,24.0,16.5,67.0,95.0,36.0
2008-12-19,DECEMBER,31.8,18.8,25.3,20.0,21.4,17.3,66.0,93.0,40.0
2008-12-20,DECEMBER,31.2,19.1,25.15,19.0,21.4,15.7,63.0,93.0,41.0
2008-12-21,DECEMBER,31.4,19.9,25.65,21.9,25.1,18.8,73.0,93.0,45.0
2008-12-22,DECEMBER,32.1,20.4,26.25,21.3,24.3,18.4,71.0,92.0,41.0
2008-12-23,DECEMBER,32.1,19.4,25.75,22.2,25.2,19.3,75.0,97.0,44.0
2008-12-24,DECEMBER,34.2,20.9,27.55,24.3,26.0,23.1,73.0,95.0,50.0
2008-12-25,DECEMBER,33.4,22.0,27.7,23.9,26.3,20.5,70.0,97.0,42.0
2008-12-26,DECEMBER,33.4,20.4,26.9,22.0,25.4,17.9,68.0,99.0,45.0
2008-12-27,DECEMBER,33.8,19.2,26.5,21.3,23.9,17.6,63.0,97.0,39.0
2008-12-28,DECEMBER,32.8,19.7,26.25,23.3,25.4,21.2,71.0,98.0,45.0
2008-12-29,DECEMBER,33.4,21.5,27.45,23.6,25.3,20.7,75.0,97.0,43.0
2008-12-30,DECEMBER,33.4,20.9,27.15,21.4,25.2,18.5,69.0,97.0,41.0
2008-12-31,DECEMBER,32.2,19.0,25.6,20.7,25.4,17.2,70.0,95.0,43.0
2009-01-01,JANUARY,32.7,14.2,23.45,21.0,27.6,16.9,75.0,99.0,34.0
2009-01-02,JANUARY,32.4,17.0,24.7,21.1,23.4,18.1,71.0,99.0,41.0
2009-01-03,JANUARY,33.4,19.5,26.45,22.0,24.0,21.1,71.0,98.0,42.0
2009-01-04,JANUARY,35.2,20.0,27.6,23.4,25.7,18.9,73.0,99.0,38.0
2009-01-05,JANUARY,33.9,22.1,28.0,23.8,26.1,19.6,74.0,97.0,42.0
2009-01-06,JANUARY,35.2,19.0,27.1,21.5,27.7,18.7,68.0,98.0,37.0
2009-01-07,JANUARY,31.9,18.9,25.4,24.5,27.9,20.7,82.0,99.0,57.0
2009-01-08,JANUARY,33.6,20.4,27.0,24.7,26.9,22.3,78.0,98.0,44.0
2009-01-09,JANUARY,34.8,21.4,28.1,23.7,26.3,19.6,71.0,98.0,43.0
2009-01-10,JANUARY,34.6,20.9,27.75,24.0,26.5,21.3,73.0,98.0,42.0
2009-01-11,JANUARY,32.7,21.0,26.85,23.6,26.1,20.4,74.0,98.0,46.0
2009-01-12,JANUARY,33.6,18.2,25.9,21.7,26.4,16.0,74.0,95.0,35.0
2009-01-13,JANUARY,26.1,21.0,23.55,22.8,25.9,16.3,83.0,99.0,64.0
2009-01-14,JANUARY,25.0,20.0,22.5,16.6,17.9,12.5,63.0,70.0,49.0
2009-01-15,JANUARY,24.7,16.0,20.35,18.7,22.3,14.9,76.0,91.0,65.0
2009-01-16,JANUARY,25.7,14.6,20.15,16.8,24.3,12.9,69.0,93.0,51.0
2009-01-17,JANUARY,27.0,17.5,22.25,16.6,18.6,14.0,77.0,89.0,43.0
2009-01-18,JANUARY,29.8,12.9,21.35,18.1,20.5,15.1,77.0,99.0,46.0
2009-01-19,JANUARY,30.6,11.9,21.25,17.7,20.4,13.7,76.0,99.0,42.0
2009-01-20,JANUARY,28.4,13.3,20.85,16.7,19.9,13.9,71.0,97.0,43.0
2009-01-21,JANUARY,25.2,9.8,17.5,13.4,15.1,11.6,66.0,92.0,44.0
2009-01-22,JANUARY,28.1,7.5,17.8,13.6,20.3,10.4,69.0,100.0,32.0
2009-01-23,JANUARY,31.7,15.8,23.75,16.4,18.5,13.9,66.0,89.0,32.0
2009-01-24,JANUARY,31.3,15.4,23.35,16.9,18.3,14.9,70.0,99.0,34.0
2009-01-25,JANUARY,31.4,11.2,21.3,16.7,20.0,12.9,71.0,99.0,36.0
2009-01-26,JANUARY,32.5,13.2,22.85,17.8,19.7,14.5,67.0,97.0,36.0
2009-01-27,JANUARY,32.4,18.4,25.4,22.4,27.3,19.3,76.0,98.0,46.0
2009-01-28,JANUARY,35.4,21.4,28.4,23.8,27.2,19.8,70.0,99.0,41.0
2009-01-29,JANUARY,34.6,18.8,26.7,23.1,26.0,18.5,77.0,98.0,36.0
2009-01-30,JANUARY,31.8,18.0,24.9,21.5,25.5,14.4,73.0,99.0,41.0
2009-01-31,JANUARY,27.0,17.6,22.3,15.5,17.2,13.2,60.0,75.0,40.0
2009-02-01,FEBRUARY,32.4,14.8,23.6,15.8,21.7,12.0,64.0,90.0,27.0
2009-02-02,FEBRUARY,31.4,17.9,24.65,20.7,26.0,17.7,73.0,96.0,49.0
2009-02-03,FEBRUARY,30.6,18.0,24.3,17.7,21.6,13.1,64.0,93.0,38.0
2009-02-04,FEBRUARY,28.0,11.2,19.6,13.2,13.9,12.0,54.0,71.0,37.0
2009-02-05,FEBRUARY,27.9,12.0,19.95,14.7,17.7,12.0,64.0,85.0,39.0
2009-02-06,FEBRUARY,27.8,10.8,19.3,13.7,16.8,11.7,63.0,78.0,37.0
2009-02-07,FEBRUARY,31.3,13.0,22.15,13.9,19.5,11.4,60.0,84.0,31.0
2009-02-08,FEBRUARY,32.4,13.4,22.9,15.4,30.4,11.2,59.0,87.0,25.0
2009-02-09,FEBRUARY,33.6,17.4,25.5,18.0,21.4,16.1,60.0,87.0,38.0
2009-02-10,FEBRUARY,33.7,18.5,26.1,18.3,23.6,14.4,60.0,95.0,25.0
2009-02-11,FEBRUARY,35.8,20.4,28.1,22.7,24.9,20.8,67.0,95.0,39.0
2009-02-12,FEBRUARY,34.4,22.4,28.4,24.3,26.7,20.9,72.0,94.0,48.0
2009-02-13,FEBRUARY,33.4,21.4,27.4,24.0,26.0,21.7,74.0,98.0,46.0
2009-02-14,FEBRUARY,35.8,20.4,28.1,22.2,25.3,17.2,68.0,98.0,35.0
2009-02-15,FEBRUARY,36.9,19.2,28.05,19.7,24.6,16.9,68.0,98.0,31.0
2009-02-16,FEBRUARY,36.2,21.3,28.75,22.1,24.5,18.5,69.0,92.0,36.0
2009-02-17,FEBRUARY,34.9,20.4,27.65,21.2,25.2,16.3,69.0,98.0,30.0
2009-02-18,FEBRUARY,35.6,18.4,27.0,19.7,22.8,13.6,63.0,99.0,27.0
2009-02-19,FEBRUARY,36.4,18.0,27.2,21.8,26.1,18.0,71.0,98.0,36.0
2009-02-20,FEBRUARY,27.9,19.6,23.75,22.2,27.4,15.2,76.0,96.0,58.0
2009-02-21,FEBRUARY,34.7,18.0,26.35,19.4,22.5,17.2,66.0,88.0,34.0
2009-02-22,FEBRUARY,32.7,16.0,24.35,19.5,22.8,17.3,68.0,94.0,38.0
2009-02-23,FEBRUARY,30.4,20.0,25.2,20.1,22.7,16.0,69.0,90.0,48.0
2009-02-24,FEBRUARY,31.7,18.2,24.95,18.1,22.0,13.9,67.0,98.0,34.0
2009-02-25,FEBRUARY,34.0,18.4,26.2,19.2,24.4,14.8,66.0,98.0,34.0
2009-02-26,FEBRUARY,35.1,19.8,27.45,20.2,24.7,16.4,65.0,98.0,32.0
2009-02-27,FEBRUARY,35.7,19.0,27.35,19.7,25.1,14.3,63.0,93.0,26.0
2009-02-28,FEBRUARY,35.3,19.0,27.15,20.5,24.4,17.4,69.0,98.0,33.0
2009-03-01,MARCH,27.5,16.8,22.15,20.4,24.7,13.6,80.0,99.0,66.0
2009-03-02,MARCH,26.4,13.9,20.15,13.4,14.5,10.5,59.0,84.0,36.0
2009-03-03,MARCH,28.8,7.0,17.9,13.3,15.1,11.2,66.0,99.0,32.0
2009-03-04,MARCH,31.6,12.8,22.2,15.5,17.3,14.4,62.0,93.0,39.0
2009-03-05,MARCH,33.0,14.9,23.95,16.3,18.6,14.1,61.0,81.0,36.0
2009-03-06,MARCH,34.6,17.0,25.8,17.6,21.6,14.9,62.0,90.0,32.0
2009-03-07,MARCH,36.4,17.6,27.0,18.4,21.7,15.4,59.0,97.0,30.0
2009-03-08,MARCH,36.6,19.4,28.0,20.6,23.4,16.4,65.0,99.0,32.0
2009-03-09,MARCH,36.1,21.4,28.75,20.7,23.2,17.2,61.0,90.0,30.0
2009-03-10,MARCH,34.6,21.4,28.0,20.6,23.7,16.9,63.0,90.0,41.0
2009-03-11,MARCH,36.5,20.2,28.35,19.6,24.0,15.9,62.0,86.0,30.0
2009-03-12,MARCH,36.4,20.4,28.4,18.2,21.1,13.1,57.0,87.0,29.0
2009-03-13,MARCH,35.2,21.0,28.1,19.8,22.8,15.2,59.0,87.0,30.0
2009-03-14,MARCH,36.5,17.6,27.05,19.8,26.7,14.5,61.0,96.0,26.0
2009-03-15,MARCH,36.6,20.0,28.3,20.3,23.6,17.3,61.0,93.0,32.0
2009-03-16,MARCH,38.4,22.0,30.2,23.2,26.5,18.3,69.0,93.0,30.0
2009-03-17,MARCH,35.7,22.5,29.1,22.3,25.7,17.1,68.0,93.0,35.0
2009-03-18,MARCH,35.6,21.0,28.3,22.9,25.7,17.9,74.0,97.0,37.0
2009-03-19,MARCH,35.0,20.2,27.6,22.3,24.0,17.0,73.0,93.0,35.0
2009-03-20,MARCH,33.9,21.2,27.55,22.8,24.6,18.0,74.0,94.0,40.0
2009-03-21,MARCH,33.6,22.0,27.8,21.5,24.6,18.1,67.0,93.0,43.0
2009-03-22,MARCH,34.5,20.5,27.5,20.3,21.9,17.7,65.0,88.0,42.0
2009-03-23,MARCH,35.4,20.5,27.95,18.6,22.7,15.3,55.0,88.0,30.0
2009-03-24,MARCH,36.8,20.6,28.7,20.2,22.7,16.5,60.0,90.0,30.0
2009-03-25,MARCH,37.6,21.0,29.3,22.1,24.4,19.3,64.0,91.0,35.0
2009-03-26,MARCH,38.6,22.0,30.3,22.7,27.5,17.9,62.0,92.0,30.0
2009-03-27,MARCH,39.6,23.3,31.45,24.8,27.9,20.3,65.0,90.0,30.0
2009-03-28,MARCH,36.7,23.5,30.1,24.3,27.9,21.3,64.0,92.0,39.0
2009-03-29,MARCH,28.8,21.0,24.9,21.8,27.2,17.4,73.0,93.0,56.0
2009-03-30,MARCH,27.8,19.7,23.75,23.6,30.4,17.7,65.0,89.0,40.0
2009-03-31,MARCH,29.6,23.4,26.5,23.7,27.2,19.6,60.0,92.0,30.0
2009-04-01,APRIL,39.9,23.6,31.75,25.1,27.7,21.9,63.0,94.0,36.0
2009-04-02,APRIL,41.7,23.8,32.75,25.8,28.9,21.7,64.0,94.0,33.0
2009-04-03,APRIL,36.8,23.8,30.3,26.0,29.1,23.2,70.0,94.0,35.0
2009-04-04,APRIL,42.4,23.5,32.95,25.6,29.3,21.1,62.0,97.0,28.0
2009-04-05,APRIL,41.8,22.6,32.2,22.5,24.8,15.5,57.0,90.0,20.0
2009-04-06,APRIL,35.2,22.0,28.6,23.4,26.4,18.3,72.0,90.0,48.0
2009-04-07,APRIL,27.8,19.6,23.7,15.6,17.6,14.3,58.0,68.0,41.0
2009-04-08,APRIL,32.3,13.0,22.65,16.4,25.4,12.4,64.0,84.0,44.0
2009-04-09,APRIL,37.2,17.8,27.5,17.0,19.2,15.7,53.0,87.0,27.0
2009-04-10,APRIL,39.8,19.8,29.8,21.8,24.2,17.3,59.0,86.0,30.0
2009-04-11,APRIL,41.0,22.8,31.9,23.4,26.4,18.1,59.0,95.0,28.0
2009-04-12,APRIL,40.4,22.4,31.4,22.0,26.1,17.7,56.0,95.0,27.0
2009-04-13,APRIL,41.8,23.2,32.5,24.4,28.1,19.3,59.0,86.0,29.0
2009-04-14,APRIL,37.8,23.6,30.7,25.7,29.2,21.7,68.0,90.0,34.0
2009-04-15,APRIL,40.1,23.5,31.8,27.1,30.3,23.2,72.0,96.0,37.0
2009-04-16,APRIL,40.8,23.0,31.9,22.5,26.1,18.1,56.0,90.0,26.0
2009-04-17,APRIL,39.5,22.4,30.95,22.4,26.1,18.0,57.0,92.0,29.0
2009-04-18,APRIL,39.2,22.9,31.05,22.6,26.7,18.5,58.0,93.0,28.0
2009-04-19,APRIL,38.6,23.4,31.0,23.4,26.9,19.7,60.0,94.0,29.0
2009-04-20,APRIL,31.5,23.0,27.25,24.7,28.0,21.7,73.0,86.0,48.0
2009-04-21,APRIL,31.8,21.0,26.4,21.2,25.9,17.7,68.0,95.0,41.0
2009-04-22,APRIL,35.6,15.2,25.4,19.8,26.1,15.4,63.0,90.0,37.0
2009-04-23,APRIL,37.4,20.2,28.8,20.0,24.4,17.7,57.0,81.0,31.0
2009-04-24,APRIL,37.6,23.2,30.4,23.6,27.4,19.2,63.0,92.0,33.0
2009-04-25,APRIL,37.7,23.2,30.45,23.3,28.6,18.9,62.0,92.0,31.0
2009-04-26,APRIL,38.2,23.0,30.6,23.3,26.7,19.7,60.0,90.0,33.0
2009-04-27,APRIL,38.7,24.0,31.35,23.5,26.5,18.8,59.0,89.0,27.0
2009-04-28,APRIL,39.4,23.8,31.6,24.4,26.5,20.1,63.0,86.0,31.0
2009-04-29,APRIL,39.0,24.0,31.5,24.9,27.4,20.4,63.0,90.0,31.0
2009-04-30,APRIL,38.6,23.4,31.0,23.8,28.4,20.3,60.0,87.0,33.0
2009-05-01,MAY,38.4,23.6,31.0,25.0,27.2,21.9,64.0,89.0,35.0
2009-05-02,MAY,39.4,23.4,31.4,23.8,27.1,20.3,60.0,89.0,31.0
2009-05-03,MAY,40.2,23.6,31.9,24.7,27.6,19.7,59.0,94.0,31.0
2009-05-04,MAY,40.4,25.0,32.7,25.6,28.9,21.7,60.0,84.0,30.0
2009-05-05,MAY,40.2,24.6,32.4,26.0,29.2,20.8,62.0,94.0,28.0
2009-05-06,MAY,40.5,23.6,32.05,24.1,28.5,20.1,57.0,95.0,30.0
2009-05-07,MAY,39.6,23.6,31.6,25.3,28.0,22.8,60.0,96.0,32.0
2009-05-08,MAY,40.2,23.6,31.9,26.4,29.4,24.6,63.0,95.0,37.0
2009-05-09,MAY,39.6,24.8,32.2,28.9,34.2,24.6,67.0,96.0,37.0
2009-05-10,MAY,40.2,24.8,32.5,28.1,30.4,24.0,68.0,97.0,37.0
2009-05-11,MAY,39.6,25.0,32.3,25.0,29.5,19.1,60.0,94.0,27.0
2009-05-12,MAY,38.9,24.4,31.65,23.0,28.3,17.7,56.0,92.0,28.0
2009-05-13,MAY,39.3,24.6,31.95,24.6,27.5,18.7,62.0,89.0,30.0
2009-05-14,MAY,39.6,24.0,31.8,23.9,27.1,17.7,60.0,90.0,26.0
2009-05-15,MAY,39.3,23.8,31.55,24.7,27.1,21.4,63.0,89.0,33.0
2009-05-16,MAY,39.0,24.6,31.8,24.4,28.1,18.5,63.0,86.0,30.0
2009-05-17,MAY,38.4,24.8,31.6,26.2,29.9,22.3,67.0,89.0,36.0
2009-05-18,MAY,35.0,24.2,29.6,26.1,28.4,23.9,71.0,92.0,51.0
2009-05-19,MAY,33.7,23.6,28.65,24.5,28.5,21.4,69.0,96.0,45.0
2009-05-20,MAY,32.9,21.4,27.15,20.8,24.9,17.1,62.0,90.0,41.0
2009-05-21,MAY,33.1,17.2,25.15,20.5,24.0,17.1,65.0,96.0,33.0
2009-05-22,MAY,34.1,17.2,25.65,23.1,25.4,19.1,71.0,96.0,46.37
2009-05-23,MAY,37.8,19.4,28.6,23.3,26.5,19.2,69.0,99.0,37.0
2009-05-24,MAY,38.2,23.2,30.7,25.4,28.5,20.3,67.0,92.0,31.0
2009-05-25,MAY,40.4,23.5,31.95,24.9,28.5,20.7,62.0,90.0,30.0
2009-05-26,MAY,42.3,22.2,32.25,25.7,24.6,22.3,58.0,90.0,28.0
2009-05-27,MAY,43.5,26.0,34.75,26.7,32.1,18.7,58.0,95.0,25.0
2009-05-28,MAY,42.7,26.0,34.35,27.3,31.3,20.5,65.0,89.0,25.0
2009-05-29,MAY,41.2,25.3,33.25,29.0,32.3,23.6,70.0,94.0,32.0
2009-05-30,MAY,40.1,25.4,32.75,28.7,32.7,23.9,70.0,95.0,35.0
2009-05-31,MAY,39.6,21.0,30.3,25.9,28.4,22.9,68.0,96.0,34.0
2009-06-01,JUNE,38.6,23.2,30.9,27.4,31.1,23.4,74.0,95.0,26.0
2009-06-02,JUNE,39.1,24.6,31.85,27.5,30.4,23.7,71.0,95.0,37.0
2009-06-03,JUNE,38.0,23.0,30.5,27.3,31.0,22.7,75.0,95.0,39.0
2009-06-04,JUNE,36.4,22.6,29.5,26.3,29.7,21.7,72.0,98.0,38.0
2009-06-05,JUNE,37.4,20.5,28.95,26.6,30.8,22.0,72.0,97.0,39.0
2009-06-06,JUNE,35.5,22.0,28.75,26.7,30.5,23.1,70.0,96.0,40.0
2009-06-07,JUNE,39.5,24.4,31.95,28.9,30.1,23.3,73.0,94.0,39.0
2009-06-08,JUNE,39.4,24.8,32.1,28.2,30.6,24.4,70.0,97.0,36.0
2009-06-09,JUNE,39.4,24.0,31.7,27.4,30.4,22.8,66.0,92.0,34.0
2009-06-10,JUNE,39.0,23.7,31.35,26.9,31.1,21.5,65.0,95.0,35.0
2009-06-11,JUNE,39.4,24.0,31.7,25.7,29.6,22.1,62.0,94.0,33.0
2009-06-12,JUNE,39.4,23.8,31.6,26.2,29.3,21.4,64.0,92.0,31.0
2009-06-13,JUNE,39.2,25.0,32.1,27.1,35.2,23.3,65.0,88.0,36.0
2009-06-14,JUNE,39.4,24.0,31.7,27.7,30.1,24.4,70.0,95.0,37.0
2009-06-15,JUNE,37.7,25.0,31.35,28.1,30.8,24.8,72.0,94.0,40.0
2009-06-16,JUNE,34.8,24.0,29.4,28.8,30.7,25.9,79.0,98.0,51.0
2009-06-17,JUNE,36.0,23.6,29.8,28.8,31.5,26.1,79.0,96.0,53.0
2009-06-18,JUNE,38.4,23.6,31.0,28.0,30.1,24.9,75.0,97.0,38.0
2009-06-19,JUNE,38.4,23.6,31.0,28.2,31.5,24.1,78.0,97.0,36.0
2009-06-20,JUNE,38.2,23.2,30.7,28.3,30.4,24.9,79.0,98.0,41.0
2009-06-21,JUNE,36.9,23.8,30.35,27.7,30.4,24.5,71.0,98.0,43.0
2009-06-22,JUNE,36.8,24.4,30.6,28.9,31.7,26.7,75.0,95.0,46.0
2009-06-23,JUNE,38.2,23.0,30.6,28.7,31.3,26.4,72.0,99.0,42.0
2009-06-24,JUNE,39.5,23.8,31.65,26.7,30.3,20.8,65.0,97.0,31.0
2009-06-25,JUNE,38.4,24.0,31.2,27.2,31.2,23.2,66.0,95.0,37.0
2009-06-26,JUNE,39.4,22.2,30.8,26.6,30.7,22.5,74.0,97.0,35.0
2009-06-27,JUNE,36.7,23.4,30.05,27.9,32.0,25.2,73.0,98.0,44.0
2009-06-28,JUNE,37.4,24.4,30.9,29.4,33.2,25.7,76.0,95.0,42.0
2009-06-29,JUNE,37.4,25.5,31.45,29.5,33.4,25.7,78.0,92.0,46.0
2009-06-30,JUNE,38.7,24.8,31.75,29.5,32.1,24.4,82.0,98.0,41.0
2009-07-01,JULY,37.5,24.0,30.75,30.7,32.7,26.3,78.0,98.0,45.0
2009-07-02,JULY,38.4,25.4,31.9,29.4,32.1,24.0,71.0,96.0,34.0
2009-07-03,JULY,38.4,24.6,31.5,29.1,31.7,24.9,72.0,97.0,39.0
2009-07-04,JULY,37.2,22.8,30.0,28.5,32.4,24.9,78.0,97.0,51.0
2009-07-05,JULY,37.3,20.6,28.95,27.6,30.3,24.2,74.0,98.0,46.0
2009-07-06,JULY,37.1,25.4,31.25,27.9,30.8,24.3,67.0,95.0,40.0
2009-07-07,JULY,37.4,24.4,30.9,27.7,30.3,22.7,67.0,97.0,37.0
2009-07-08,JULY,37.6,25.4,31.5,29.2,31.9,24.3,79.0,97.0,41.0
2009-07-09,JULY,33.4,23.4,28.4,29.0,30.9,27.6,87.0,98.0,64.0
2009-07-10,JULY,37.4,23.5,30.45,29.3,32.8,25.9,82.0,98.0,43.0
2009-07-11,JULY,36.0,21.5,28.75,27.5,32.9,23.7,83.0,100.0,42.0
2009-07-12,JULY,35.2,21.2,28.2,27.5,31.1,25.1,77.0,98.0,56.0
2009-07-13,JULY,34.8,23.5,29.15,27.1,30.7,24.7,79.0,94.0,46.0
2009-07-14,JULY,36.2,22.5,29.35,26.6,30.7,23.7,72.0,98.0,42.0
2009-07-15,JULY,36.0,23.4,29.7,29.7,32.4,28.0,84.0,97.0,57.0
2009-07-16,JULY,36.8,23.6,30.2,27.8,31.4,23.3,72.0,98.0,44.0
2009-07-17,JULY,36.9,23.4,30.15,27.6,33.6,24.3,71.0,98.0,44.0
2009-07-18,JULY,37.4,23.9,30.65,29.5,32.0,25.7,75.0,98.0,42.0
2009-07-19,JULY,37.3,24.5,30.9,30.0,32.5,26.9,78.0,97.0,44.0
2009-07-20,JULY,36.8,25.0,30.9,28.7,32.0,25.4,73.0,97.0,45.0
2009-07-21,JULY,37.1,23.6,30.35,27.5,31.2,23.3,71.0,98.0,39.0
2009-07-22,JULY,37.5,23.4,30.45,27.3,30.1,23.6,70.0,97.0,43.0
2009-07-23,JULY,36.2,24.4,30.3,29.0,31.3,25.3,73.0,95.0,44.0
2009-07-24,JULY,35.3,23.8,29.55,29.5,31.9,26.4,81.0,95.0,53.0
2009-07-25,JULY,34.0,23.6,28.8,29.1,34.3,26.1,82.0,99.0,55.0
2009-07-26,JULY,33.4,23.8,28.6,30.3,34.1,27.9,81.0,98.0,57.0
2009-07-27,JULY,35.4,25.9,30.65,30.5,33.7,26.5,75.0,98.0,48.0
2009-07-28,JULY,36.4,24.8,30.6,29.6,32.4,26.4,73.0,97.0,46.0
2009-07-29,JULY,37.5,25.0,31.25,29.9,31.8,27.1,75.0,95.0,50.0
2009-07-30,JULY,37.3,24.8,31.05,27.0,31.4,21.3,65.0,97.0,39.0
2009-07-31,JULY,38.4,24.8,31.6,28.4,32.9,24.8,67.0,94.0,38.0
2009-08-01,AUGUST,37.7,24.6,31.15,28.3,31.5,24.0,71.0,97.0,38.0
2009-08-02,AUGUST,38.7,23.0,30.85,28.1,31.4,24.9,73.0,95.0,38.0
2009-08-03,AUGUST,36.3,22.5,29.4,29.5,32.5,27.1,77.0,97.0,47.0
2009-08-04,AUGUST,37.4,24.6,31.0,29.9,33.3,25.1,77.0,98.0,41.0
2009-08-05,AUGUST,37.4,24.6,31.0,29.0,32.0,25.7,80.0,97.0,52.0
2009-08-06,AUGUST,36.8,21.8,29.3,28.0,31.4,25.9,78.0,99.0,49.0
2009-08-07,AUGUST,35.7,21.2,28.45,27.7,32.1,24.4,83.0,98.0,52.0
2009-08-08,AUGUST,36.9,22.8,29.85,28.4,30.9,25.2,75.0,97.0,44.0
2009-08-09,AUGUST,37.1,24.6,30.85,29.4,31.1,25.7,75.0,97.0,42.0
2009-08-10,AUGUST,38.8,24.7,31.75,28.9,31.6,24.4,71.0,94.0,39.0
2009-08-11,AUGUST,37.6,24.0,30.8,28.6,31.6,23.7,72.0,98.0,40.0
2009-08-12,AUGUST,39.0,25.0,32.0,27.9,31.3,21.4,71.0,94.0,35.0
2009-08-13,AUGUST,39.6,24.1,31.85,26.4,30.1,17.9,66.0,98.0,27.0
2009-08-14,AUGUST,39.0,23.6,31.3,27.8,31.2,20.6,69.0,95.0,33.0
2009-08-15,AUGUST,39.2,24.2,31.7,27.2,30.4,22.3,68.0,97.0,35.0
2009-08-16,AUGUST,37.4,24.2,30.8,28.4,30.1,24.0,76.0,98.0,38.0
2009-08-17,AUGUST,38.4,23.6,31.0,28.2,33.7,24.0,74.0,98.0,37.0
2009-08-18,AUGUST,38.4,24.3,31.35,29.4,32.1,25.1,78.0,96.0,39.0
2009-08-19,AUGUST,36.5,23.6,30.05,29.4,32.4,27.9,66.0,98.0,59.0
2009-08-20,AUGUST,37.4,23.5,30.45,28.1,31.6,26.0,71.0,97.0,43.0
2009-08-21,AUGUST,37.7,24.0,30.85,29.1,34.1,26.8,70.0,94.0,44.0
2009-08-22,AUGUST,38.2,25.7,31.95,29.5,32.4,24.0,69.0,94.0,40.0
2009-08-23,AUGUST,34.9,24.4,29.65,30.5,32.8,26.8,81.0,94.0,55.0
2009-08-24,AUGUST,36.4,26.0,31.2,30.1,32.9,25.2,72.0,98.0,46.0
2009-08-25,AUGUST,37.2,25.0,31.1,29.4,32.8,25.3,78.0,98.0,41.0
2009-08-26,AUGUST,36.8,25.7,31.25,30.1,33.5,27.4,77.0,97.0,49.0
2009-08-27,AUGUST,36.6,24.2,30.4,29.1,31.3,27.3,77.0,97.0,47.0
2009-08-28,AUGUST,36.2,23.8,30.0,29.0,32.9,25.4,79.0,96.0,44.0
2009-08-29,AUGUST,36.2,23.5,29.85,29.0,34.3,24.3,76.0,95.0,50.0
2009-08-30,AUGUST,36.7,21.8,29.25,29.7,32.3,27.3,70.0,98.0,51.0
2009-08-31,AUGUST,37.0,24.0,30.5,29.8,33.1,21.2,71.0,95.0,41.0
2009-09-01,SEPTEMBER,37.3,24.8,31.05,30.7,32.8,27.2,78.0,95.0,49.0
2009-09-02,SEPTEMBER,36.8,22.5,29.65,29.3,34.0,26.1,75.0,98.0,44.0
2009-09-03,SEPTEMBER,36.7,23.0,29.85,29.3,32.1,24.7,77.0,98.0,44.0
2009-09-04,SEPTEMBER,37.2,23.4,30.3,29.1,32.7,25.1,80.0,98.0,41.0
2009-09-05,SEPTEMBER,35.7,22.7,29.2,29.6,31.9,26.3,78.0,98.0,48.0
2009-09-06,SEPTEMBER,35.8,24.1,29.95,28.7,31.7,24.4,73.0,96.0,47.0
2009-09-07,SEPTEMBER,36.5,24.9,30.7,29.0,31.7,25.4,72.0,95.0,45.0
2009-09-08,SEPTEMBER,36.8,23.8,30.3,28.4,31.4,25.3,71.0,98.0,44.0
2009-09-09,SEPTEMBER,37.1,24.5,30.8,28.7,31.4,25.0,72.0,95.0,43.0
2009-09-10,SEPTEMBER,37.4,23.8,30.6,28.4,30.7,25.3,74.0,96.0,44.0
2009-09-11,SEPTEMBER,37.6,24.0,30.8,29.3,32.2,25.6,76.0,97.0,42.0
2009-09-12,SEPTEMBER,36.9,23.6,30.25,30.0,32.5,28.4,79.0,98.0,50.0
